Name of the Plant,Family,Common Name,Link,Uses
Ixora coccinea  L.,RUBIACEAE,"Rangan, Rookmini",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009382&column=szBarcode,"""UNKNOWN USE"""
Ixora nigricans  R.Br. ex Wight & Arn.,RUBIACEAE,Katkura (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009383&column=szBarcode,"""UNKNOWN USE"""
Jasminum angustifolium  Vahl.,OLEACEAE,"Banmallica, Mwari",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009581&column=szBarcode,"""UNKNOWN USE"""
Jasminum arborescens  Roxb.,OLEACEAE,"Bela, Chameli",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009579&column=szBarcode,"""UNKNOWN USE"""
Jasminum azoricum  L.,OLEACEAE,Malati (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009582&column=szBarcode,"""UNKNOWN USE"""
Jasminum grandiflorum  L.,OLEACEAE,"Chameli, Jati",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009577&column=szBarcode,"""UNKNOWN USE"""
Jasminum multiflorum  (Burm.f.) Andrews,OLEACEAE,"Chameli, Kunda",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009584&column=szBarcode,"""UNKNOWN USE"""
Jasminum officinale  L.,OLEACEAE,"Chameli, Jati",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009586&column=szBarcode,"""UNKNOWN USE"""
Jasminum ritchiei  C.B.Clarke,OLEACEAE,Karumullai (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009575&column=szBarcode,"""UNKNOWN USE"""
Jasminum rottlerianum  Wall. ex A.DC.,OLEACEAE,Vanamalliga (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009578&column=szBarcode,"""UNKNOWN USE"""
Jasminum sambac  (L.) Aiton,OLEACEAE,"Banmallika, Chamba",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009585&column=szBarcode,"""UNKNOWN USE"""
Jasminum scandens  Vahl,OLEACEAE,Hare lahara (Nepal),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009580&column=szBarcode,"""UNKNOWN USE"""
Jateorhiza palmata  Miers,MENISPERMACEAE,Kalamb-ki-jar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000006536&column=szBarcode,"""UNKNOWN USE"""
Jatropha curcas  L.,EUPHORBIACEAE,"Bagbherenda, Jangli-arandi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008823&column=szBarcode,"""UNKNOWN USE"""
Jatropha glandulifera  Roxb.,EUPHORBIACEAE,"Janglie-randi, Undarbibi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008830&column=szBarcode,"""UNKNOWN USE"""
Jatropha gossypifolia  Roxb.,EUPHORBIACEAE,"Bherenda, Verenda",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008825&column=szBarcode,"""UNKNOWN USE"""
Jatropha multifida  L.,EUPHORBIACEAE,Bhadradanti (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008827&column=szBarcode,"""UNKNOWN USE"""
Jatropha nana  Dalzell & A.Gibson,EUPHORBIACEAE,Kirkundi (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008829&column=szBarcode,"""UNKNOWN USE"""
Juglans regia  L.,JUGLANDACEAE,"Akhrot, Akrut (Trade)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013381&column=szBarcode,"""UNKNOWN USE"""
Juncellus inundatus  (Roxb.) C.B.Clarke,CYPERACEAE,Pati,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003242&column=szBarcode,"""UNKNOWN USE"""
Juncus effusus  L.,JUNCACEAE,Matting Rush (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013141&column=szBarcode,"""UNKNOWN USE"""
Juniperus communis  L.,CUPRESSACEAE,"Aaraar, Haubera",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008581&column=szBarcode,"""UNKNOWN USE"""
Juniperus polycarpus  C.Koch,CUPRESSACEAE,Dhup,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009158&column=szBarcode,"""UNKNOWN USE"""
Juniperus recurva  Buch.-Ham. ex D.Don,CUPRESSACEAE,Chukboo (Sikkim),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009159&column=szBarcode,"""UNKNOWN USE"""
Jurinea dolomiaea  Boiss.,ASTERACEAE,Dhoop Lakkad,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009356&column=szBarcode,"""UNKNOWN USE"""
Justicia adhatoda  L.,ACANTHACEAE,Arusha,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009062&column=szBarcode,"""UNKNOWN USE"""
Justicia betonica  L.,ACANTHACEAE,Tellarantu (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013321&column=szBarcode,"""UNKNOWN USE"""
Justicia gendarussa  Burm.f.,ACANTHACEAE,"Udisanbhalu, Nilinargandi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009066&column=szBarcode,"""UNKNOWN USE"""
Justicia procumbens  L.,ACANTHACEAE,Karambal (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013319&column=szBarcode,"""UNKNOWN USE"""
Kaempferia rotunda  L.,ZINGIBERACEAE,Bhui-champa,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003028&column=szBarcode,"""UNKNOWN USE"""
Kalanchoe integra  (Medik.) Kuntze,CRASSULACEAE,"Haiza, Rungru",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009438&column=szBarcode,"""UNKNOWN USE"""
Kalanchoe laciniata  (L.) Pers.,CRASSULACEAE,Hamsagar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009437&column=szBarcode,"""UNKNOWN USE"""
Kedrostis rostrata  (Rottl.) Cogn.,CUCURBITACEAE,Kukumadunda (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009425&column=szBarcode,"""UNKNOWN USE"""
Kendelia rheedii  Wight & Arn.,RHIZOPHORACEAE,Goria (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009442&column=szBarcode,"""UNKNOWN USE"""
Kickxia ramosissima  (Wall.) Janch.,SCROPHULARIACEAE,Bhintgalodi (Guj.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013273&column=szBarcode,"""UNKNOWN USE"""
Kigelia pinnata  (Jacq.) DC.,BIGNONIACEAE,Common Sausage Tree (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009134&column=szBarcode,"""UNKNOWN USE"""
Kingiodendron pinnatum  (Roxb. ex DC.) Harms.,CAESALPINIACEAE,Madayan samprani (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003288&column=szBarcode,"""UNKNOWN USE"""
Kirganelia reticulata  (Poir.) Baill.,EUPHORBIACEAE,"Panjuli, Makhi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008809&column=szBarcode,"""UNKNOWN USE"""
Kleinhovia hospita  L.,STERCULIACEAE,Bola (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013940&column=szBarcode,"""UNKNOWN USE"""
Knema angustifolia  (Roxb.) Warb.,MYRISTICACEAE,Mota-pasuti (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008537&column=szBarcode,"""UNKNOWN USE"""
Kochia indica  Wight,CHENOPODIACEAE,Kaura-ro (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013365&column=szBarcode,"""UNKNOWN USE"""
Kochia scoparia  (L.) Schrad.,CHENOPODIACEAE,Ti Fu (Chinese),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013367&column=szBarcode,"""UNKNOWN USE"""
Kokoona zeylanica  Thwaites,CELASTRACEAE,Kokum (Ceylon),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003367&column=szBarcode,"""UNKNOWN USE"""
Krameria triandra  Ruiz & Pav.,POLYGALACEAE,Ratanya (Malay),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013086&column=szBarcode,"""UNKNOWN USE"""
Kydia calycina  Roxb.,MALVACEAE,"Pula, Choupultea",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013840&column=szBarcode,"""UNKNOWN USE"""
Kyllinga brevifolia  Rottb.,CYPERACEAE,Nirbisi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003237&column=szBarcode,"""UNKNOWN USE"""
Kyllinga nemoralis  (Forst.) Dandy ex Hutcins. & Dalziel,CYPERACEAE,White water sedge (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003238&column=szBarcode,"""UNKNOWN USE"""
Lablab purpureus  (L.) Sweet,FABACEAE,"Bhatvas, Shimi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003294&column=szBarcode,"""UNKNOWN USE"""
Lactuca indica  L.,ASTERACEAE,Salad,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009363&column=szBarcode,"""UNKNOWN USE"""
Lactuca remotiflora  DC.,ASTERACEAE,Undirachakan (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009360&column=szBarcode,"""UNKNOWN USE"""
Lactuca runcinata  DC.,ASTERACEAE,Undirachakan (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009364&column=szBarcode,"""UNKNOWN USE"""
Lactuca sativa  L.,ASTERACEAE,"Kahu, Salad",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009362&column=szBarcode,"""UNKNOWN USE"""
Lactuca scariola  L.,ASTERACEAE,Kahu,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009361&column=szBarcode,"""UNKNOWN USE"""
Lagenandra toxicaria  Dalzell,ARACEAE,Maravara tsjembu (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002992&column=szBarcode,"""UNKNOWN USE"""
Lagenaria siceraria  (Molina) Standl.,CUCURBITACEAE,"Kaddu, Lauki",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009410&column=szBarcode,"""UNKNOWN USE"""
Lagerstroemia indica  L.,LYTHRACEAE,"Pharash, Telingachina",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009444&column=szBarcode,"""UNKNOWN USE"""
Lagerstroemia speciosa  (L.) Pers.,LYTHRACEAE,Jarul,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009443&column=szBarcode,"""UNKNOWN USE"""
Lallemantia royleana  (Wall. ex Benth.) Benth.,LAMIACEAE,"Gharei, Kashmalu",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013217&column=szBarcode,"""UNKNOWN USE"""
Laminaria saccharina  Lam.,PHAEOPHYCEAE,Sea belt (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008572&column=szBarcode,"""UNKNOWN USE"""
Lamium album  L.,LAMIACEAE,White Deadnettle (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008645&column=szBarcode,"""UNKNOWN USE"""
Lamium amplexicaule  L.,LAMIACEAE,Henbit (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008646&column=szBarcode,"""UNKNOWN USE"""
Lamprachaenium microcephalum  Benth.,ASTERACEAE,Brahma-dandi (Bombay),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009316&column=szBarcode,"""UNKNOWN USE"""
Lannea coromandelica  (Houtt.) Merr.,ASTERACEAE,"Jhingan, Kaimil",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003380&column=szBarcode,"""UNKNOWN USE"""
Lasia spinosa  (L.) Thwaites,ARACEAE,Kanta kachu (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013134&column=szBarcode,"""UNKNOWN USE"""
Lathyrus aphaca  L.,FABACEAE,Janglimatar,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003326&column=szBarcode,"""UNKNOWN USE"""
Lathyrus odoratus  L.,FABACEAE,Sweet Pea (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003322&column=szBarcode,"""UNKNOWN USE"""
Lathyrus pratensis  L.,FABACEAE,Meadow vetchling (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003325&column=szBarcode,"""UNKNOWN USE"""
Lathyrus sativus  L.,FABACEAE,"Khesari, Latri",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003324&column=szBarcode,"""UNKNOWN USE"""
Lathyrus sphaericus  Retz.,FABACEAE,Red grass pea (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003323&column=szBarcode,"""UNKNOWN USE"""
Launaea asplenifolia  (Willd.) Hook.f.,ASTERACEAE,Titlia,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009359&column=szBarcode,"""UNKNOWN USE"""
Launaea resedifolia  (L.) Kuntze,ASTERACEAE,Divided-leaved Sow Thistle (eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009355&column=szBarcode,"""UNKNOWN USE"""
Launaea sarmentosa  (Willd.) Alston,ASTERACEAE,Sagar pathari (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009357&column=szBarcode,"""UNKNOWN USE"""
Laurentia longiflora  (L.) Endl.,CAMPANULACEAE,Madam Fate (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009656&column=szBarcode,"""UNKNOWN USE"""
Lavandula bipinnata  (Roth) Kuntze,LAMIACEAE,"Sarpnocharo, Aasmanifalgoto (Guj.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008736&column=szBarcode,"""UNKNOWN USE"""
Lavandula stoechas  L.,LAMIACEAE,Dharu,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008738&column=szBarcode,"""UNKNOWN USE"""
Lavandula vera  DC.,LAMIACEAE,True Lavender (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008674&column=szBarcode,"""UNKNOWN USE"""
Lawsonia inermis  L.,LYTHRACEAE,Mehndi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009446&column=szBarcode,"""UNKNOWN USE"""
Leea aequata  L.,LEEACEAE,Kakajangha,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003390&column=szBarcode,"""UNKNOWN USE"""
Leea crispa  L.,LEEACEAE,Banchalita (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003391&column=szBarcode,"""UNKNOWN USE"""
Leea indica  (Burm.f.) Merr.,LEEACEAE,Kukur-jihwa,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003389&column=szBarcode,"""UNKNOWN USE"""
Leea macrophylla  Roxb. ex Hornem.,LEEACEAE,Dholsamudra,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003392&column=szBarcode,"""UNKNOWN USE"""
Lens culinaris  Medik.,FABACEAE,"Masur, Masser",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003411&column=szBarcode,"""UNKNOWN USE"""
Leonotis nepetaiefolia  R.Br.,LAMIACEAE,Hejurchei,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008727&column=szBarcode,"""UNKNOWN USE"""
Leonurus cardiaca  L.,LAMIACEAE,Common Motherwort (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008650&column=szBarcode,"""UNKNOWN USE"""
Leonurus sibiricus  L.,LAMIACEAE,Halkusha,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008648&column=szBarcode,"""UNKNOWN USE"""
Lepidagathis cristata  Willd.,ACANTHACEAE,Bhuiterada (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013327&column=szBarcode,"""UNKNOWN USE"""
Lepidagathis hamiltoniana  Wall.,ACANTHACEAE,Agnikhair (Mundari),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013325&column=szBarcode,"""UNKNOWN USE"""
Lepidagathis incurva  Buch.-Ham. ex D.Don,ACANTHACEAE,Vangvattur (Mizoram),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013323&column=szBarcode,"""UNKNOWN USE"""
Lepidagathis trinervis  Nees,ACANTHACEAE,Harancharo (Guj.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013305&column=szBarcode,"""UNKNOWN USE"""
Lepidium iberis  L.,BRASSICACEAE,Safed towdri,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013862&column=szBarcode,"""UNKNOWN USE"""
Lepidium latifolium  L.,BRASSICACEAE,Gonyuch (Ladhak),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013866&column=szBarcode,"""UNKNOWN USE"""
Lepidium sativum  L.,BRASSICACEAE,"Halim, Harf",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013867&column=szBarcode,"""UNKNOWN USE"""
Leptadenia reticulata  (Retz.) Wight & Arn.,ASCLEPIADACEAE,Dodi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009477&column=szBarcode,"""UNKNOWN USE"""
Leucaena glauca  (L.) Benth.,MIMOSACEAE,Lasobaval (Guj.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003460&column=szBarcode,"""UNKNOWN USE"""
Leucas aspera  (Willd.) Link,LAMIACEAE,Safed Halkusa,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008725&column=szBarcode,"""UNKNOWN USE"""
Leucas cephalotus  (Roth.) Spreng.,LAMIACEAE,"Dhurpi sag, Deldona",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013343&column=szBarcode,"""UNKNOWN USE"""
Leucas lavandulifolia  Sm.,LAMIACEAE,"Guma, Halkusa",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008718&column=szBarcode,"""UNKNOWN USE"""
Leucas stelligera  Wall.,LAMIACEAE,Barumbi (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013345&column=szBarcode,"""UNKNOWN USE"""
Leucas zeylanica  R.Br.,LAMIACEAE,Mudittumbei (Ceylon),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008723&column=szBarcode,"""UNKNOWN USE"""
Licuala spinosa  Wurmb.,ARECACEAE,Jungli selai,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002946&column=szBarcode,"""UNKNOWN USE"""
Lilium giganteum  Wall.,LILIACEAE,Jaunsar-Giotra,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000002958&column=szBarcode,"""UNKNOWN USE"""
Lilium martagon  L.,LILIACEAE,Turk's Cap Lily (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013138&column=szBarcode,"""UNKNOWN USE"""
Lilium tigrinum  Ker Gawl.,LILIACEAE,Tiger Lily (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013137&column=szBarcode,"""UNKNOWN USE"""
Lilium wallichianum  Schult.f.,LILIACEAE,Findora,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013139&column=szBarcode,"""UNKNOWN USE"""
Limnophila aromatica  (Lam.) Merr.,SCROPHULARIACEAE,Kuttra,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013258&column=szBarcode,"""UNKNOWN USE"""
Limnophila indica  (L.) Druce,SCROPHULARIACEAE,Kuttra,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013264&column=szBarcode,"""UNKNOWN USE"""
Limnophila rugosa  (Roth) Merr.,SCROPHULARIACEAE,Kala karpur (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013257&column=szBarcode,"""UNKNOWN USE"""
Limonia acidissima  L.,RUTACEAE,"Kavat, Kadbel (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013490&column=szBarcode,"""UNKNOWN USE"""
Lindera caudata  Benth.,LAURACEAE,Dieng-soh-orthai-dieng-brau-salu(Khasi Hills),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009149&column=szBarcode,"""UNKNOWN USE"""
Lindera neesiana  (Nees) Kurz,LAURACEAE,Siltimur (Nepal),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009151&column=szBarcode,"""UNKNOWN USE"""
Linderbergia indica  (L.) Vatke,SCROPHULARIACEAE,Haldi basanto (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013266&column=szBarcode,"""UNKNOWN USE"""
Lindernia anagallis  (Burm.f.) Pennell,SCROPHULARIACEAE,Gadagvel (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008762&column=szBarcode,"""UNKNOWN USE"""
Lindernia crustacea  (L.) F.Muell.,SCROPHULARIACEAE,Malaysian false pimpernel (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008769&column=szBarcode,"""UNKNOWN USE"""
Lindernia oppositifolia  (Retz.) Mukerjee,SCROPHULARIACEAE,Hendegel ba (Mundari),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008767&column=szBarcode,"""UNKNOWN USE"""
Lindernia procumbens  (Krock.) Philcox,SCROPHULARIACEAE,Vakapushpi (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008764&column=szBarcode,"""UNKNOWN USE"""
Lindernia ruelloides  (Colsm.) Mukherjee,SCROPHULARIACEAE,Sam-tham-lang (Garo),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008766&column=szBarcode,"""UNKNOWN USE"""
Linum usitatissimum  L.,LINACEAE,"Tisi, Alsi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013824&column=szBarcode,"""UNKNOWN USE"""
Liriodendron tulipifera  L.,MAGNOLIACEAE,Yellow popler (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013910&column=szBarcode,"""UNKNOWN USE"""
Litchi chinensis  Sonn.,SAPINDACEAE,Lichi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003386&column=szBarcode,"""UNKNOWN USE"""
Lithospermum arvensis  L.,BORAGINACEAE,Corn Gromwell,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009140&column=szBarcode,"""UNKNOWN USE"""
Lithospermum officinale  L.,BORAGINACEAE,Gromwell,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009139&column=szBarcode,"""UNKNOWN USE"""
Litsea cubeba  (Lour.) Pers.,LAURACEAE,Mejankeri (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009157&column=szBarcode,"""UNKNOWN USE"""
Litsea lancifolia  Hook.f.,LAURACEAE,Kali Pahenle (Nepal),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009148&column=szBarcode,"""UNKNOWN USE"""
Litsea monopetala  (Roxb.) Pers.,LAURACEAE,"Meda, Katmarra",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009147&column=szBarcode,"""UNKNOWN USE"""
Litsea stocksii  Hook.f.,LAURACEAE,"Pisi, Posha (Mar.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009156&column=szBarcode,"""UNKNOWN USE"""
Lobelia inflata  L.,LOBELIACEAE,Puke weed (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009655&column=szBarcode,"""UNKNOWN USE"""
Lobelia leschenaultiana  (Presl.) Skottsh.,LOBELIACEAE,Kadu hogesoppu (Kan.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009540&column=szBarcode,"""UNKNOWN USE"""
Lobelia nicotianifolia  Roth ex Roem. & Schult.,LOBELIACEAE,"Nala, Narasala",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009534&column=szBarcode,"""UNKNOWN USE"""
Lobelia pyramidalis  Wall.,LOBELIACEAE,Berawchal (Lushai),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009526&column=szBarcode,"""UNKNOWN USE"""
Lolium temulentum  L.,POACEAE,Mochni,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013132&column=szBarcode,"""UNKNOWN USE"""
Lonicera japonica  Thunb.,CAPRIFOLIACEAE,Leihruisen (Lushai),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013192&column=szBarcode,"""UNKNOWN USE"""
Lonicera periclymenum  L.,CAPRIFOLIACEAE,Woodbine Honeysuckle (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013191&column=szBarcode,"""UNKNOWN USE"""
Lonicera semenovii  Regel.,CAPRIFOLIACEAE,"Shea, Sheva",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009653&column=szBarcode,"""UNKNOWN USE"""
