Name of the Plant,Family,Common Name,Link
Smithia conferta  Sm.,FABACEAE,Naichibha (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003339&column=szBarcode
Smithia sensitiva  Aiton,FABACEAE,Odabrini,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003338&column=szBarcode
Solanum albicaule  Kotschy ex Dunal,SOLANACEAE,Narkanta (Rajasthan),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009178&column=szBarcode
Solanum dulcamara  L.,SOLANACEAE,Kakmachi (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009166&column=szBarcode
Solanum erianthum  D.Don,SOLANACEAE,Vidari (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009167&column=szBarcode
Solanum ferox  L.,SOLANACEAE,Garbhada (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009168&column=szBarcode
Solanum gracilipes  Decne.,SOLANACEAE,Howa (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009177&column=szBarcode
Solanum indicum  L.,SOLANACEAE,"Barhanta, Birhatta (Hindi)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009170&column=szBarcode
Solanum melongena  L.,SOLANACEAE,"Bengan, Ubhi ringani (Guj)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013129&column=szBarcode
Solanum nigrum  L.,SOLANACEAE,Makoi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009164&column=szBarcode
Solanum spirale  Roxb.,SOLANACEAE,Mungaskajur,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009165&column=szBarcode
Solanum surattense  Burm.f.,SOLANACEAE,"Kateli, Katai",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009173&column=szBarcode
Solanum torvum  Sw.,SOLANACEAE,Titbaigun (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009169&column=szBarcode
Solanum trilobatum  L.,SOLANACEAE,Alarka (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009171&column=szBarcode
Solanum tuberosum  L.,SOLANACEAE,Alu,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009175&column=szBarcode
Solidago virgaurea  L.,ASTERACEAE,Woundwort (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009309&column=szBarcode
Sonchus asper  (L.) Hill,ASTERACEAE,Didhi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009306&column=szBarcode
Sonchus brachyotus  DC.,ASTERACEAE,Sadhi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009308&column=szBarcode
Sonchus oleraceus  L.,ASTERACEAE,"Dudhi, Dodak",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009307&column=szBarcode
Sonneratia caseolaris  (L.) Engl.,SONNERATIACEAE,"Orcha, Archa (Beng.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009525&column=szBarcode
Sophora mollis  (Royle) Baker,FABACEAE,"Kun, Malan (Punjab)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003298&column=szBarcode
Sophora tomentosa  L.,FABACEAE,Silver Bush (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003299&column=szBarcode
Sopubia delphinifolia  (L.) G.Don,SCROPHULARIACEAE,Dudhali (Mar. & Guj.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008755&column=szBarcode
Sorbaria tomentosa  (Lindl.) Rehder,ROSACEAE,Baakhre jhaar (Nepali),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009600&column=szBarcode
Sorbus aucuparia  L.,ROSACEAE,Baltal (Punjab),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009620&column=szBarcode
Sorghum halepense  (L.) Pers.,POACEAE,Baru,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003187&column=szBarcode
Soymida febrifuga  A.Juss.,MELIACEAE,"Rohun, Rohunna",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009861&column=szBarcode
Spermadictyon suaveolens  Roxb.,RUBIACEAE,Kondamuritidi (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009592&column=szBarcode
Sphaeranthus africanus  L.,ASTERACEAE,Sveta hapusa (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009320&column=szBarcode
Sphaeranthus indicus  L.,ASTERACEAE,"Mundi, Gorakh mundi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009319&column=szBarcode
Sphenodesme pentandra  Jack.,VERBENACEAE,Tukha-karaing (Kach.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013278&column=szBarcode
Spilanthes calva  DC.,ASTERACEAE,Akkalkara (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009323&column=szBarcode
Spinacia oleracea  L.,CHENOPODIACEAE,Para cress (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013364&column=szBarcode
Spondias pinnata  (L.f.) Kurz,ANACARDIACEAE,"Ambada, Jangali Aam",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003383&column=szBarcode
Stachys palustris  L.,LAMIACEAE,Marsh Woundwort (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008655&column=szBarcode
Stachys parviflora  Benth.,LAMIACEAE,"Baggibuti, Kirimar (Punjab)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008656&column=szBarcode
Stachys sylvatica  L.,LAMIACEAE,Hedge Woundwort (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008652&column=szBarcode
Stachytarpheta indica  (L.) Vahl,VERBENACEAE,Kariyartharani,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013204&column=szBarcode
Stellaria alsine  Grimm,CARYOPHYLLACEAE,Bog stitchwort (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013962&column=szBarcode
Stellaria media  (L.) Vill.,CARYOPHYLLACEAE,Morolia (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013961&column=szBarcode
Stemodia viscosa  Roxb.,SCROPHULARIACEAE,Nukachuni (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013268&column=szBarcode
Stephania glabra  (Roxb.) Miers.,MENISPERMACEAE,Gindaru (Garhwal),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013896&column=szBarcode
Stephania hernandifolia  (Willd.) Walp.,MENISPERMACEAE,"Musakani, Vanatiktika (Sans.)",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013894&column=szBarcode
Sterculia balanghas  L.,STERCULIACEAE,Kavalam (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013944&column=szBarcode
Sterculia foetida  L.,STERCULIACEAE,Jangli badam,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013941&column=szBarcode
Sterculia rubiginosa  Vent.,STERCULIACEAE,Rusty Sterculai (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013943&column=szBarcode
Sterculia urens  Roxb.,STERCULIACEAE,"Gular, Gulu",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008603&column=szBarcode
Stereospermum chelonoides  (L.f.) DC.,BIGNONIACEAE,"Parral, Pader",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009122&column=szBarcode
Stereospermum personatum  (Hassk.) Chatterjee,BIGNONIACEAE,"Parral, Pader",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009124&column=szBarcode
Stranvaesia glaucescens  Lindl.,ROSACEAE,Gadh-mehal (Kumaun),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009605&column=szBarcode
Streblus asper  Lour.,MORACEAE,"Siora, Karchanua",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009205&column=szBarcode
Striga asiatica  (L.) Kuntze,SCROPHULARIACEAE,Agia,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008753&column=szBarcode
Striga gesnerioides  (Willd.) Vatke,SCROPHULARIACEAE,Missi,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008751&column=szBarcode
Strobilanthes callosus  Nees,ACANTHACEAE,Maruadana,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013334&column=szBarcode
Strobilanthes cusia  (Nees.) Kuntze,ACANTHACEAE,Rum (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013332&column=szBarcode
Strobilanthes lupulinus  Nees,ACANTHACEAE,Karun Kurinji (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013338&column=szBarcode
Strophanthus wightianus  Wall.,APOCYNACEAE,Neivalli (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009460&column=szBarcode
Strychnos aenea  A.W.Hill,LOGANIAACEAE,Mothira-kanjiram (Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009519&column=szBarcode
Strychnos cinnamomifolia  Thwaites,LOGANIAACEAE,Valli-kanjiram (Madras),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009518&column=szBarcode
Strychnos colubrina  L.,LOGANIAACEAE,Kuchila lata,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009520&column=szBarcode
Strychnos ignatii  Berg.,LOGANIACEAE,Pipita,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009647&column=szBarcode
Strychnos nux-vomica  L.,LOGANIAACEAE,"Bailewa, Kajra",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009521&column=szBarcode
Strychnos potatorum  L.f.,LOGANIAACEAE,"Nirmali, Nelmal",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009522&column=szBarcode
Styrax benzoin  Dryand.,STYRACACEAE,"Luban, Loban",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009513&column=szBarcode
Suaeda fruticosa  (L.) Forsk.,CHENOPODIACEAE,"Lunak, Chhoti-lani",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013374&column=szBarcode
Swertia alata  (D.Don) Royle ex C.B.Clarke,GENTIANACEAE,Bui (Kashmir),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013190&column=szBarcode
Swertia angustifolia  Buch.-Ham. ex D.Don,GENTIANACEAE,"Pahari kiretta, Mitha kirayat",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009502&column=szBarcode
Swertia paniculata  Wall.,GENTIANACEAE,Kadavi (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009501&column=szBarcode
Symplocos chinensis  (Lour.) Druce,SYMPLOCACEAE,Ludh,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009515&column=szBarcode
Symplocos racemosa  Roxb.,SYMPLOCACEAE,Lodha,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009516&column=szBarcode
Synedrella nodiflora  (L.) Gaertn.,ASTERACEAE,Mudiyendra pacha (Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009338&column=szBarcode
Syringa persica  L.,OLEACEAE,Hiasmin (Kashmir),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009570&column=szBarcode
Syzygium aromaticum  (L.) Merr. & L.M.Perry,MYRTACEAE,"Laung, Lavanga",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009650&column=szBarcode
Syzygium cumini  (L.) Skeels,MYRTACEAE,"Jaman, Jam",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009538&column=szBarcode
Syzygium jambos  (L.) Alston,MYRTACEAE,Gulabjaman (Hindi & Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009543&column=szBarcode
Syzygium zeylanicum  (L.) DC.,MYRTACEAE,Bhedas (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009539&column=szBarcode
Tabernaemontana divaricata  (L.) R.Br. ex Roem. & Schult.,APOCYNACEAE,"Chandni, Tagar",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009272&column=szBarcode
Tacca integrifolia  Ker-Gawl.,TACCACEAE,Vrahikanda,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003013&column=szBarcode
Tagetes erecta  L.,ASTERACEAE,"Genda, Gultera",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009336&column=szBarcode
Tamarindus indica  L.,CAESALPINIACEAE,"Imli, Amli",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003788&column=szBarcode
Taraxacum offininale  Weber,ASTERACEAE,"Dulal, Barau",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009295&column=szBarcode
Tarenna asiatica  (L.) Kuntze ex K.Schum.,RUBIACEAE,Kankra (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009393&column=szBarcode
Taverniera cuneifolia  (Roth) Arn.,FABACEAE,East-Indian Moneywort (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003336&column=szBarcode
Taxus wallichiana  Zucc.,TAXACEAE,"Thuno, Birmi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009160&column=szBarcode
Tecoma stans  (L.) Juss. ex Kunth,BIGNONIACEAE,Sonapatti (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009125&column=szBarcode
Tecomella undulata  (Sm.) Seem.,BIGNONIACEAE,"Rugtrora, Roheda",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009128&column=szBarcode
Tectona grandis  L.f.,VERBENACEAE,"Sagun, Sagwan",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013201&column=szBarcode
Tephrosia candida  (Roxb.) DC.,FABACEAE,"Lashtia, Masethi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003353&column=szBarcode
Tephrosia purpurea  (L.) Pers.,FABACEAE,"Jand, Chaunkra",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003352&column=szBarcode
Tephrosia uniflora  Pers.,FABACEAE,Kanthalu (Sans.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003350&column=szBarcode
Tephrosia villosa  (L.) Pers.,FABACEAE,Runchhalisarpankho (Guj.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003351&column=szBarcode
Teramnus labialis  (L.f.) Spreng,FABACEAE,"Mashoni, Mashparui",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003320&column=szBarcode
Terminalia alata  B.Heyne ex Roth,COMBRETACEAE,"Asan, Sain",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009563&column=szBarcode
Terminalia arjuna  (Roxb.) Wight & Arn.,COMBRETACEAE,Arjuna,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009561&column=szBarcode
Terminalia bellirica  (Gaertn.) Roxb.,COMBRETACEAE,Bahera,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009566&column=szBarcode
Terminalia bialata  Steud.,COMBRETACEAE,Safed chuglam (Andamans),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009636&column=szBarcode
Terminalia catappa  L.,COMBRETACEAE,Deshi Badam,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009565&column=szBarcode
Terminalia chebula  (Gaertn.) Retz.,COMBRETACEAE,Harre,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009564&column=szBarcode
Terminalia citrina  Roxb.,COMBRETACEAE,Hritaki (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009558&column=szBarcode
Terminalia coriacea  Wight & Arn.,COMBRETACEAE,Tani (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009559&column=szBarcode
Terminalia myriocarpa  Van Heurck & Muell.Arg.,COMBRETACEAE,Pnisaj (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009557&column=szBarcode
Terminalia pallida  Brandis,COMBRETACEAE,Tellakaraka (Tel.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009554&column=szBarcode
Terminalia paniculata  Roth,COMBRETACEAE,Kinjal (Mar.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009562&column=szBarcode
Ternstroemia gymnanthera  (Wight & Arn.) Bedd.,THEACEAE,Kamoni (Kan.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013182&column=szBarcode
Tetracera laevis  Vahl,DILLENIACEAE,Anaittichal (Tam.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013913&column=szBarcode
Tetradium fraxinifolium  (Hook.) Hartley,RUTACEAE,Kanukpa (Nepal & Bengal),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009970&column=szBarcode
Tetradium ruticarpum  (A.Juss.) Hartley,RUTACEAE,Bora-asing (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009969&column=szBarcode
Teucrium chamaedrys  L.,VITACEAE,Wall-Germander,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008733&column=szBarcode
Teucrium polium  L.,VITACEAE,Felty germander (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008734&column=szBarcode
Teucrium scordium  L.,LAMIACEAE,Water-Germander (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008729&column=szBarcode
Thalictrum foliolosum  DC.,RANUNCULACEAE,"Pilazari, Mamiri",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013931&column=szBarcode
Thalictrum minus  L.,RANUNCULACEAE,Dwarf meadow Rue (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013929&column=szBarcode
Theobroma cacao  L.,STERCULIACEAE,Chocolate Tree (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013932&column=szBarcode
Thespesia populnea  (L.) Soland. ex Correa,MALVACEAE,"Parsipu, Porush",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008744&column=szBarcode
Thevetia peruviana  (Pers.) Schum.,APOCYNACEAE,"Pile kaner, Zard kunel",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009448&column=szBarcode
Thlaspi arvense  L.,BRASSICACEAE,Common Penycress (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013859&column=szBarcode
Thuja orientalis  L.,CUPRESSACEAE,"Morepankhi, Mayurpankh",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009162&column=szBarcode
Thunbergia alata  Bojer ex Sims,ACANTHACEAE,Black-Eyed Susan (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013301&column=szBarcode
Thunbergia grandiflora  (Roxb. ex Rottl.) Roxb.,ACANTHACEAE,Mulluta,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013500&column=szBarcode
Thunbergia laurifolia  Lindl.,ACANTHACEAE,Purple allamanda (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013303&column=szBarcode
Thymus serpyllum  L.,LAMIACEAE,Banajwain,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008710&column=szBarcode
Thymus vulgaris  L.,LAMIACEAE,Common Thyme (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008712&column=szBarcode
Tiliacora acuminata  (Lam.) Hook.f. & Thomson,MENISPERMACEAE,"Bega, Bhaga",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013898&column=szBarcode
Tinospora cordifolia  (Willd.) Hook.f. & Thomson,MENISPERMACEAE,"Amrita, Giloe",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013900&column=szBarcode
Tinospora sinensis  (Lour.) Merr.,MENISPERMACEAE,"Giloe, Gulancha",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013899&column=szBarcode
Toddalia asiatica  (L.) Lam.,RUTACEAE,"Jangli-kalimirch, Kanj",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009837&column=szBarcode
Toona ciliata  Roem.,MELIACEAE,"Tun, Mahanim",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013146&column=szBarcode
Torenia asiatica  L.,SCROPHULARIACEAE,Kakapu (Mal.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013255&column=szBarcode
Trachelospermum lucidum  (D.Don) K.Schum.,APOCYNACEAE,Akhahilata (Assam),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009457&column=szBarcode
Trachylobium hornemannianum  Hayne,CAESALPINIACEAE,Zangiber copal (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000003406&column=szBarcode
Trachyspermum ammi  (L.) Sprague,APIACEAE,"Ajowan, Ajwain",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013531&column=szBarcode
Trachyspermum roxburghianum  (DC.) Wolff,APIACEAE,"Ajmud, Ajmod",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013754&column=szBarcode
Tragia involucrata  L.,EUPHORBIACEAE,Barhanta,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008778&column=szBarcode
Tragopogon pratensis  L.,ASTERACEAE,Bucks-beard (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009304&column=szBarcode
Tragopogon sinuatus  Avé-Lall.,ASTERACEAE,Oyester-Plant (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009296&column=szBarcode
Trapa natans  L.,TRAPACEAE,Singhara,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009512&column=szBarcode
Trema orientalis  (L.) Blume,ULMACEAE,Gio,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013383&column=szBarcode
Trewia nudiflora  L.,EUPHORBIACEAE,"Bhillaura, Gamhar",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000008804&column=szBarcode
Tribulus terrestris  L.,ZYGOPHYLLACEAE,Gokhru,https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000013816&column=szBarcode
Trichilia connaroides  (Wight. & Arn.) Bentv.,MELIACEAE,Kapia kushi (Beng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009892&column=szBarcode
Trichodesma africanum  (L.) R.Br.,BORAGINACEAE,African Barbbell (Eng.),https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009146&column=szBarcode
Trichodesma indicum  (L.) Lehm.,BORAGINACEAE,"Chhota-kulpha, Ratmandi",https://archive.bsi.gov.in/echoHerbarium-Details/en?link=CAL0000009144&column=szBarcode
